NAME,SEX,DOB,AGE,HEIGHT,WEIGHT,BMI,AVATAR,AVATAR_ID,REGION
宫筱轩,Female,1976,45.0,1.68,50.0,17.72,https://image.ijq.tv/201503/31/13-28-07-59-7.jpg,13-28-07-59-7.jpg,ChinaMainland
容祖儿,Female,1980-6-16,40.0,1.64,47.0,17.47,https://image.ijq.tv/201507/29/15-01-46-68-12.jpg,15-01-46-68-12.jpg,HongKong
宿丹,Male,1988-9-9,32.0,1.77,68.0,21.71,https://image.ijq.tv/201504/29/15-47-35-47-11.jpg,15-47-35-47-11.jpg,ChinaMainland
寄诚庸,Male,1989-1-24,31.0,1.87,75.0,21.45,https://www.ijq.tv/file/upload/202010/27/10-38-30-63-65.png,10-38-30-63-65.png,Korea
寇家瑞,Male,1983-11-15,37.0,1.85,65.0,18.99,https://image.ijq.tv/202001/02/10-29-35-52-47.png,10-29-35-52-47.png,ChinaMainland
寇振海,Male,1954-11-3,66.0,1.78,65.0,20.52,https://image.ijq.tv/201503/12/14-04-43-12-12.jpg,14-04-43-12-12.jpg,ChinaMainland
富大龙,Male,1976-1,45.0,1.75,65.0,21.22,https://image.ijq.tv/201411/19/14-45-19-64-8.jpg,14-45-19-64-8.jpg,ChinaMainland
封佳奇,Male,1990-9-26,30.0,1.78,65.0,20.52,https://image.ijq.tv/201712/05/15-15-00-37-10.jpg,15-15-00-37-10.jpg,ChinaMainland
小刘佳,Female,1984-2-29,36.0,1.67,45.0,16.14,https://image.ijq.tv/201704/05/13-40-40-87-26.jpg,13-40-40-87-26.jpg,ChinaMainland
小小志,Male,2009-9-15,11.0,1.5,31.0,13.78,https://image.ijq.tv/201408/18/15-36-11-54-12.jpg,15-36-11-54-12.jpg,Taiwan
小彩旗,Female,1999-01-24,21.0,1.65,45.0,16.53,https://image.ijq.tv/201503/13/15-30-35-71-12.jpg,15-30-35-71-12.jpg,ChinaMainland
小斯琴高娃,Female,1986-10-18,34.0,1.68,47.0,16.65,https://image.ijq.tv/201703/21/13-22-53-19-19.png,13-22-53-19-19.png,ChinaMainland
小林成男,Male,1970-4-21,50.0,1.78,70.0,22.09,https://image.ijq.tv/201907/19/15-15-19-95-47.png,15-15-19-95-47.png,Japan
小栗旬,Male,1982-12-26,38.0,1.84,62.0,18.31,https://image.ijq.tv/202004/17/17-47-32-71-1.png,17-47-32-71-1.png,Japan
小沈阳,Male,1981-05-07,39.0,1.78,65.0,20.52,https://image.ijq.tv/201408/06/14-31-49-73-14.jpg,14-31-49-73-14.jpg,ChinaMainland
小爱,Female,1987-11-11,33.0,1.8,70.0,21.6,https://image.ijq.tv/201812/13/17-21-30-84-43.jpg,17-21-30-84-43.jpg,ChinaMainland
小田切让,Male,1976-2-16,44.0,1.76,60.0,19.37,https://image.ijq.tv/201909/09/09-45-10-94-47.png,09-45-10-94-47.png,Japan
尚璇,Female,1996-6-10,24.0,1.66,42.0,15.24,https://image.ijq.tv/202001/07/16-28-00-30-46.jpg,16-28-00-30-46.jpg,ChinaMainland
尚语贤,Female,1994-7-28,26.0,1.67,47.0,16.85,https://image.ijq.tv/201612/12/10-35-39-58-35.jpg,10-35-39-58-35.jpg,ChinaMainland
尚雯婕,Female,1982-12-22,38.0,1.68,50.0,17.72,https://image.ijq.tv/201811/10/16-51-11-51-43.jpg,16-51-11-51-43.jpg,ChinaMainland
尤勇,Male,1963-12-13,57.0,1.8,67.0,20.68,https://image.ijq.tv/201504/03/11-43-09-30-14.png,11-43-09-30-14.png,ChinaMainland
尤宪超,Male,1986,35.0,1.75,100.0,32.65,https://image.ijq.tv/201507/11/17-58-03-76-7.jpg,17-58-03-76-7.jpg,ChinaMainland
尤浩然,Male,1996-10-17,24.0,1.78,80.0,25.25,https://image.ijq.tv/201411/21/15-30-46-43-7.jpg,15-30-46-43-7.jpg,ChinaMainland
尤长靖,Male,1994-9-19,26.0,1.76,60.0,19.37,https://image.ijq.tv/201808/16/11-25-24-73-26.jpg,11-25-24-73-26.jpg,ChinaMainland
尧洋,Female,1989-6-11,31.0,1.63,45.0,16.94,https://image.ijq.tv/201908/27/11-33-55-85-47.png,11-33-55-85-47.png,ChinaMainland
尹净汉,Male,1995-10-4,25.0,1.78,62.0,19.57,https://image.ijq.tv/201908/02/11-40-54-64-46.jpg,11-40-54-64-46.jpg,Korea
尹均相,Male,1987-3-31,33.0,1.87,75.0,21.45,https://image.ijq.tv/201506/10/15-27-01-27-10.jpg,15-27-01-27-10.jpg,Korea
尹子维,Male,1975-5-19,45.0,1.79,72.0,22.47,https://image.ijq.tv/201507/21/16-02-36-45-11.jpg,16-02-36-45-11.jpg,HongKong
尹宝拉,Female,1990-1-30,30.0,1.64,49.0,18.22,https://image.ijq.tv/201508/31/14-43-54-36-12.jpg,14-43-54-36-12.jpg,Korea
尹恩惠,Female,1984-10-3,36.0,1.69,48.0,16.81,https://image.ijq.tv/201608/31/16-46-59-13-26.jpg,16-46-59-13-26.jpg,Korea
尹斗俊,Male,1989-7-4,31.0,1.78,66.0,20.83,https://image.ijq.tv/201504/08/17-09-05-65-16.jpg,17-09-05-65-16.jpg,Korea
尹昉,Male,1986-8-27,34.0,1.79,68.0,21.22,https://image.ijq.tv/201803/17/09-37-53-99-10.jpg,09-37-53-99-10.jpg,ChinaMainland
尹晨迪,Male,1987-6-18,33.0,1.81,65.0,19.84,https://image.ijq.tv/201801/31/15-59-19-87-39.jpg,15-59-19-87-39.jpg,ChinaMainland
尹智玄,Male,1993-10-23,27.0,1.8,65.0,20.06,https://image.ijq.tv/201907/26/16-37-40-41-47.png,16-37-40-41-47.png,ChinaMainland
尹柔懿,Female,1989-12-28,31.0,1.69,45.0,15.76,https://image.ijq.tv/201909/29/14-07-37-31-47.png,14-07-37-31-47.png,ChinaMainland
尹正,Male,1986-12-30,34.0,1.76,62.0,20.02,https://image.ijq.tv/201508/27/13-56-14-25-10.jpg,13-56-14-25-10.jpg,ChinaMainland
尹淇,Female,1995-10-6,25.0,1.62,45.0,17.15,https://image.ijq.tv/201601/18/16-42-38-57-13.jpg,16-42-38-57-13.jpg,ChinaMainland
尹素怡,Female,1985-1-05,36.0,1.72,50.0,16.9,https://image.ijq.tv/201505/14/15-40-15-29-8.jpg,15-40-15-29-8.jpg,Korea
尹素熙,Female,1993-5-7,27.0,1.68,48.0,17.01,https://image.ijq.tv/201505/19/15-14-54-74-16.png,15-14-54-74-16.png,Korea
尹航,Female,1988-3-14,32.0,1.7,50.0,17.3,https://image.ijq.tv/201705/22/16-33-29-24-19.png,16-33-29-24-19.png,ChinaMainland
尹蕊,Female,2002-11-16,18.0,1.65,43.0,15.79,https://image.ijq.tv/201909/29/14-39-34-56-47.png,14-39-34-56-47.png,ChinaMainland
尹贤敏,Male,1985-4-15,35.0,1.81,59.0,18.01,https://image.ijq.tv/201509/24/15-59-10-50-12.jpg,15-59-10-50-12.jpg,Korea
尹铸胜,Male,1965-10-2,55.0,1.74,65.0,21.47,https://image.ijq.tv/201506/15/15-54-46-21-8.jpg,15-54-46-21-8.jpg,ChinaMainland
尹雨航,Female,1988-3-14,32.0,1.7,45.0,15.57,https://image.ijq.tv/201710/27/11-25-19-45-26.jpg,11-25-19-45-26.jpg,ChinaMainland
尼克·杨,Male,1985-6-1,35.0,2.0,95.0,23.75,https://image.ijq.tv/202007/14/15-49-55-18-67.jpg,15-49-55-18-67.jpg,US
尼克·科里森,Male,1980-10-26,40.0,2.0,116.0,29.0,https://www.ijq.tv/file/upload/202007/18/12-24-28-50-67.jpg,12-24-28-50-67.jpg,US
尼利特龙,Male,1992-11-9,28.0,1.8,65.0,20.06,https://image.ijq.tv/201706/08/10-43-15-12-19.png,10-43-15-12-19.png,ChinaMainland
尼古拉斯·凯奇,Male,1967-1-7,54.0,1.85,74.0,21.62,https://image.ijq.tv/201407/28/15-56-19-57-8.jpg,15-56-19-57-8.jpg,US
尼坤,Male,1988-6-24,32.0,1.81,65.0,19.84,https://image.ijq.tv/201507/02/10-39-49-17-16.png,10-39-49-17-16.png,US
尼格买提·热合曼,Male,1983-4-17,37.0,1.78,80.0,25.25,https://image.ijq.tv/202002/05/16-31-57-65-1.png,16-31-57-65-1.png,ChinaMainland
居文沛,Female,1975-9-6,45.0,1.7,45.0,15.57,https://image.ijq.tv/201607/01/11-32-16-14-31.jpg,11-32-16-14-31.jpg,ChinaMainland
居来提,Male,1994-10-30,26.0,1.85,70.0,20.45,https://image.ijq.tv/201811/24/13-37-17-17-43.jpg,13-37-17-17-43.jpg,ChinaMainland
屈楚萧,Male,1994-1-1,27.0,1.84,60.0,17.72,https://image.ijq.tv/201605/27/11-20-10-84-19.png,11-20-10-84-19.png,ChinaMainland
屠画,Female,1992-6-1,28.0,1.66,45.0,16.33,https://image.ijq.tv/201901/31/09-37-06-46-10.jpg,09-37-06-46-10.jpg,ChinaMainland
岑丽香,Female,1984-11-17,36.0,1.64,102.0,37.92,https://image.ijq.tv/201504/23/14-44-19-47-14.png,14-44-19-47-14.png,ChinaMainland
岚欣,Female,1990-2-4,30.0,1.64,49.0,18.22,https://image.ijq.tv/201508/07/15-33-45-50-12.jpg,15-33-45-50-12.jpg,ChinaMainland
岳丽娜,Female,1974-4-17,46.0,1.67,68.0,24.38,https://image.ijq.tv/201711/14/15-11-16-10-10.jpg,15-11-16-10-10.jpg,ChinaMainland
岳云鹏,Male,1985-4-15,35.0,1.75,78.0,25.47,https://image.ijq.tv/201503/26/14-43-32-52-7.jpg,14-43-32-52-7.jpg,ChinaMainland
岳以恩,Female,1990-8-31,30.0,1.67,45.0,16.14,https://image.ijq.tv/201708/01/11-02-59-14-26.jpg,11-02-59-14-26.jpg,ChinaMainland
岳岳,Male,1992-7-11,28.0,1.83,65.0,19.41,https://image.ijq.tv/201812/21/17-08-23-17-43.jpg,17-08-23-17-43.jpg,ChinaMainland
岳旸,Male,1977-8-4,43.0,1.83,72.0,21.5,https://image.ijq.tv/201612/10/15-00-00-84-19.png,15-00-00-84-19.png,ChinaMainland
岳秀清,Female,1978-3-22,42.0,1.65,48.0,17.63,https://image.ijq.tv/201703/16/10-54-12-55-19.png,10-54-12-55-19.png,ChinaMainland
岳跃利,Male,1958-6-5,62.0,1.74,70.0,23.12,https://image.ijq.tv/201503/24/18-00-44-38-7.jpg,18-00-44-38-7.jpg,ChinaMainland
崔一静,Female,1990-5-6,30.0,1.65,42.0,15.43,https://image.ijq.tv/201908/19/11-22-33-16-47.png,11-22-33-16-47.png,ChinaMainland
崔丹尼尔,Male,1986-2-22,34.0,1.82,65.0,19.62,https://image.ijq.tv/201506/17/17-09-34-11-12.jpg,17-09-34-11-12.jpg,Korea
崔允素,Female,1984-11-29,36.0,1.69,49.0,17.16,https://image.ijq.tv/201505/27/16-06-50-58-8.jpg,16-06-50-58-8.jpg,Korea
崔允英,Female,1986-9-25,34.0,1.65,49.0,18.0,https://image.ijq.tv/201509/15/14-59-16-83-12.jpg,14-59-16-83-12.jpg,Korea
崔元英,Male,1976-1-10,45.0,1.77,70.0,22.34,https://image.ijq.tv/201603/02/10-29-55-54-12.jpg,10-29-55-54-12.jpg,Korea
崔冰,Female,1984-10-18,36.0,1.63,45.0,16.94,https://image.ijq.tv/201506/18/14-09-25-91-12.jpg,14-09-25-91-12.jpg,ChinaMainland
崔可法,Male,1938-2,82.0,1.76,74.0,23.89,https://image.ijq.tv/201504/28/14-05-06-76-11.png,14-05-06-76-11.png,ChinaMainland
崔奕,Female,1978-7-17,42.0,1.65,50.0,18.37,https://image.ijq.tv/201907/31/09-59-06-40-47.png,09-59-06-40-47.png,ChinaMainland
崔始源,Male,1986-4-7,34.0,1.83,68.0,20.31,https://image.ijq.tv/201411/25/17-11-09-60-14.jpg,17-11-09-60-14.jpg,Korea
崔宝月,Female,1990-10-10,30.0,1.69,48.0,16.81,https://image.ijq.tv/201503/06/10-46-11-23-8.jpg,10-46-11-23-8.jpg,ChinaMainland
崔尔康,Male,1991-6-14,29.0,1.83,65.0,19.41,https://image.ijq.tv/201706/08/10-49-15-14-26.jpg,10-49-15-14-26.jpg,ChinaMainland
崔岷植,Male,1962-5-30,58.0,1.77,65.0,20.75,https://image.ijq.tv/201502/03/15-49-54-69-13.jpg,15-49-54-69-13.jpg,Korea
崔心心,Female,1994-10-12,26.0,1.63,50.0,18.82,https://image.ijq.tv/201505/05/14-05-41-61-12.jpg,14-05-41-61-12.jpg,ChinaMainland
崔志佳,Male,1989-9-28,31.0,1.81,68.0,20.76,https://image.ijq.tv/201610/27/09-33-33-22-34.jpg,09-33-33-22-34.jpg,ChinaMainland
崔振赫,Male,1986-2-9,34.0,1.86,80.0,23.12,https://image.ijq.tv/201601/08/13-44-40-24-13.jpg,13-44-40-24-13.jpg,Korea
崔敏龙,Male,1977-4-20,43.0,1.86,70.0,20.23,https://image.ijq.tv/202004/25/17-55-19-90-1.png,17-55-19-90-1.png,Korea
崔文璐,Male,1990-12-01,30.0,1.75,200.0,65.31,https://image.ijq.tv/201502/11/15-54-36-70-12.jpg,15-54-36-70-12.jpg,ChinaMainland
崔新琴,Female,1950-12-23,70.0,1.63,56.0,21.08,https://image.ijq.tv/201504/09/15-45-19-65-13.jpg,15-45-19-65-13.jpg,ChinaMainland
崔智友,Female,1975-06-11,45.0,1.74,50.0,16.51,https://image.ijq.tv/202004/25/18-17-22-38-1.png,18-17-22-38-1.png,Korea
崔智友,Female,1975-06-11,45.0,1.74,50.0,16.51,https://image.ijq.tv/202004/25/18-17-22-38-1.png,18-17-22-38-1.png,Korea
崔智友,Female,1997-11-25,23.0,1.6,43.0,16.8,https://image.ijq.tv/201910/23/17-18-22-10-47.png,17-18-22-10-47.png,Korea
崔智友,Female,1997-11-25,23.0,1.6,43.0,16.8,https://image.ijq.tv/201910/23/17-18-22-10-47.png,17-18-22-10-47.png,Korea
崔林,Male,1982-4-9,38.0,1.75,60.0,19.59,https://image.ijq.tv/201507/28/15-17-45-21-8.jpg,15-17-45-21-8.jpg,ChinaMainland
崔正元,Male,1981-5-1,39.0,1.75,68.0,22.2,https://image.ijq.tv/202004/24/17-20-43-27-1.png,17-20-43-27-1.png,ChinaMainland
崔永炫,Male,1984-3-30,36.0,1.82,60.0,18.11,https://image.ijq.tv/201604/29/16-06-15-13-22.jpg,16-06-15-13-22.jpg,ChinaMainland
崔江熙,Female,1977-5-5,43.0,1.66,48.0,17.42,https://image.ijq.tv/201509/15/13-57-24-40-14.png,13-57-24-40-14.png,Korea
崔波,Female,1981-5-16,39.0,1.7,52.0,17.99,https://image.ijq.tv/201502/12/14-09-42-97-12.jpg,14-09-42-97-12.jpg,ChinaMainland
崔珉,Male,1987-1-1,34.0,1.82,56.0,16.91,https://image.ijq.tv/201507/17/10-21-55-82-12.jpg,10-21-55-82-12.jpg,Korea
崔珉豪,Male,1991-12-9,29.0,1.83,65.0,19.41,https://image.ijq.tv/201612/17/13-55-09-60-35.jpg,13-55-09-60-35.jpg,Korea
崔璨,Male,2006-09-22,14.0,1.5,30.0,13.33,https://image.ijq.tv/201702/18/10-33-58-49-26.jpg,10-33-58-49-26.jpg,ChinaMainland
崔绍涵,Male,1990-10-30,30.0,1.81,67.0,20.45,https://image.ijq.tv/201611/25/11-03-51-79-34.jpg,11-03-51-79-34.jpg,ChinaMainland
崔绍阳,Male,1996-7-10,24.0,1.78,65.0,20.52,https://image.ijq.tv/201911/07/08-55-09-44-46.jpg,08-55-09-44-46.jpg,ChinaMainland
崔胜澈,Male,1995-8-8,25.0,1.79,65.0,20.29,https://image.ijq.tv/201908/02/09-51-41-42-46.jpg,09-51-41-42-46.jpg,Korea
崔胜贤,Male,1987-11-4,33.0,1.81,62.0,18.92,https://image.ijq.tv/201607/02/15-41-13-35-31.jpg,15-41-13-35-31.jpg,Korea
崔航,Male,1989-7-3,31.0,1.78,56.0,17.67,https://image.ijq.tv/201509/01/15-15-59-94-12.jpg,15-15-59-94-12.jpg,ChinaMainland
崔航,Male,1989-7-3,31.0,1.78,56.0,17.67,https://image.ijq.tv/201509/01/15-15-59-94-12.jpg,15-15-59-94-12.jpg,ChinaMainland
崔莉雅,Female,1994-9-1,26.0,1.68,45.0,15.94,https://image.ijq.tv/201811/08/10-55-10-83-26.jpg,10-55-10-83-26.jpg,ChinaMainland
崔菁格,Female,1993-1-20,27.0,1.7,45.0,15.57,https://image.ijq.tv/201912/24/17-49-35-40-47.png,17-49-35-40-47.png,ChinaMainland
崔钟,Male,1980-4-5,40.0,1.77,72.0,22.98,https://image.ijq.tv/201509/06/11-11-09-39-14.png,11-11-09-39-14.png,ChinaMainland
崔雄,Male,1986-12-28,34.0,1.83,72.0,21.5,https://image.ijq.tv/201810/11/16-46-52-70-40.jpg,16-46-52-70-40.jpg,Korea
崔雨鑫,Male,1996-7-6,24.0,1.8,62.0,19.14,https://image.ijq.tv/201912/31/11-16-50-29-47.png,11-16-50-29-47.png,ChinaMainland
崔雪莉,Female,1994-3-29,26.0,1.7,48.0,16.61,https://image.ijq.tv/201901/07/10-50-19-38-26.jpg,10-50-19-38-26.jpg,ChinaMainland
巍子,Male,1956-2-25,64.0,1.81,76.0,23.2,https://image.ijq.tv/201411/14/14-11-51-85-7.jpg,14-11-51-85-7.jpg,ChinaMainland
左其铂,Male,1992-1-19,28.0,1.81,60.0,18.31,https://image.ijq.tv/201611/08/09-04-19-63-35.jpg,09-04-19-63-35.jpg,ChinaMainland
左大建,Male,1985-7-29,35.0,1.8,65.0,20.06,https://image.ijq.tv/201504/21/10-38-29-24-12.jpg,10-38-29-24-12.jpg,ChinaMainland
左小青,Female,1977-6-25,43.0,1.67,50.0,17.93,https://image.ijq.tv/201609/01/15-05-29-51-26.jpg,15-05-29-51-26.jpg,ChinaMainland
左溢,Male,1997-1-20,23.0,1.77,65.0,20.75,https://image.ijq.tv/201601/28/11-33-31-79-12.jpg,11-33-31-79-12.jpg,ChinaMainland
左立,Male,1988-5-6,32.0,1.82,60.0,18.11,https://image.ijq.tv/201507/14/14-48-17-63-8.jpg,14-48-17-63-8.jpg,ChinaMainland
左腾云,Male,1980-11-22,40.0,1.76,70.0,22.6,https://image.ijq.tv/201907/02/17-35-10-64-47.png,17-35-10-64-47.png,ChinaMainland
左航,Female,1995-6-14,25.0,1.68,45.0,15.94,https://image.ijq.tv/201703/30/13-17-50-66-19.png,13-17-50-66-19.png,ChinaMainland
左金珠,Male,1983-9-3,37.0,1.77,62.0,19.79,https://image.ijq.tv/201504/10/16-13-57-19-13.jpg,16-13-57-19-13.jpg,ChinaMainland
巩俐,Female,1965-12-31,55.0,1.68,56.0,19.84,https://image.ijq.tv/201407/30/14-09-07-20-14.jpg,14-09-07-20-14.jpg,ChinaMainland
巩峥,Male,1983-12-12,37.0,1.81,65.0,19.84,https://image.ijq.tv/201607/21/17-37-55-18-30.jpg,17-37-55-18-30.jpg,ChinaMainland
巩新亮,Female,1987-10-12,33.0,1.68,45.0,15.94,https://image.ijq.tv/201501/24/14-23-17-38-10.jpg,14-23-17-38-10.jpg,ChinaMainland
巩汉林,Male,1957-10-20,63.0,1.78,61.0,19.25,https://image.ijq.tv/201507/21/15-56-37-39-16.png,15-56-37-39-16.png,ChinaMainland
巫刚,Male,1960-11-4,60.0,1.76,75.0,24.21,https://image.ijq.tv/201506/10/16-32-18-38-10.jpg,16-32-18-38-10.jpg,ChinaMainland
巫迪文,Male,1982-1-13,38.0,1.87,80.0,22.88,https://image.ijq.tv/201505/26/14-04-28-17-8.jpg,14-04-28-17-8.jpg,ChinaMainland
巴力,Male,1989-7-28,31.0,1.75,70.0,22.86,https://www.ijq.tv/file/upload/202011/21/14-54-35-26-68.png,14-54-35-26-68.png,ChinaMainland
巴哈提亚尔·艾则孜,Male,1981-8-21,39.0,1.81,71.0,21.67,https://image.ijq.tv/201510/12/16-42-39-88-10.jpg,16-42-39-88-10.jpg,ChinaMainland
巴图,Male,1990-3-20,30.0,1.71,80.0,27.36,https://image.ijq.tv/201704/23/14-49-03-30-10.jpg,14-49-03-30-10.jpg,ChinaMainland
巴森扎布,Male,1954-11-25,66.0,1.78,89.0,28.09,https://image.ijq.tv/201506/15/15-12-10-49-8.jpg,15-12-10-49-8.jpg,ChinaMainland
布丽·拉尔森,Female,1989-10-1,31.0,1.7,52.0,17.99,https://image.ijq.tv/201903/12/15-54-12-80-47.png,15-54-12-80-47.png,US
布兰妮·斯皮尔斯,Female,1981-12-2,39.0,1.63,55.0,20.7,https://www.ijq.tv/file/upload/202007/23/12-05-49-20-65.png,12-05-49-20-65.png,US
布兰登·巴斯,Male,1985-4-30,35.0,2.0,113.0,28.25,https://image.ijq.tv/202007/15/13-16-39-98-67.jpg,13-16-39-98-67.jpg,US
布兰登·海伍德,Male,1979-11-27,41.0,2.0,119.0,29.75,https://image.ijq.tv/202007/15/12-32-15-69-67.jpg,12-32-15-69-67.jpg,US
布兰登·莱特,Male,1987-10-25,33.0,2.0,95.0,23.75,https://www.ijq.tv/file/upload/202007/18/18-22-03-13-67.jpg,18-22-03-13-67.jpg,US
布兰顿·奈特,Male,1991-12-2,29.0,1.91,84.0,23.03,https://www.ijq.tv/file/upload/202007/20/10-33-46-14-65.png,10-33-46-14-65.png,US
布莱恩·库克,Male,1980-12-4,40.0,2.0,114.0,28.5,https://www.ijq.tv/file/upload/202007/20/20-25-58-60-67.jpg,20-25-58-60-67.jpg,US
布鲁克·洛佩斯,Male,1988-4-1,32.0,2.0,125.0,31.25,https://www.ijq.tv/file/upload/202007/19/18-34-28-27-67.jpg,18-34-28-27-67.jpg,US
布鲁斯.威利斯,Male,1955-3-19,65.0,1.83,80.0,23.89,https://image.ijq.tv/201506/04/11-18-33-41-16.png,11-18-33-41-16.png,US
布鲁斯·鲍文,Male,1971-6-14,49.0,2.0,91.0,22.75,https://www.ijq.tv/file/upload/202007/19/17-39-29-38-67.jpg,17-39-29-38-67.jpg,US
师子寻,Male,1999-9-10,21.0,1.85,65.0,18.99,https://image.ijq.tv/201908/21/10-40-41-40-47.png,10-40-41-40-47.png,ChinaMainland
师小红,Male,1962-3-14,58.0,1.85,78.0,22.79,https://image.ijq.tv/201909/16/10-43-32-71-47.png,10-43-32-71-47.png,ChinaMainland
师春玲,Female,1946-8-22,74.0,1.62,48.0,18.29,https://image.ijq.tv/201506/02/11-32-14-73-13.jpg,11-32-14-73-13.jpg,ChinaMainland
师春玲,Female,1946-8-22,74.0,1.62,48.0,18.29,https://image.ijq.tv/201506/02/11-32-14-73-13.jpg,11-32-14-73-13.jpg,ChinaMainland
师春玲,Female,1976-2-16,44.0,1.68,55.0,19.49,https://image.ijq.tv/201505/07/15-33-27-86-8.jpg,15-33-27-86-8.jpg,ChinaMainland
师春玲,Female,1976-2-16,44.0,1.68,55.0,19.49,https://image.ijq.tv/201505/07/15-33-27-86-8.jpg,15-33-27-86-8.jpg,ChinaMainland
师铭泽,Male,1998-11-8,22.0,1.85,70.0,20.45,https://image.ijq.tv/201810/08/11-22-18-50-26.jpg,11-22-18-50-26.jpg,ChinaMainland
希拉里·达夫,Female,1987-9-28,33.0,1.65,52.0,19.1,https://image.ijq.tv/202007/31/14-59-55-29-65.png,14-59-55-29-65.png,US
帕丽斯·希尔顿,Female,1981-2-17,39.0,1.73,52.0,17.37,https://www.ijq.tv/file/upload/202007/26/22-49-36-58-68.png,22-49-36-58-68.png,US
帕特里克·帕特森,Male,1989-3-14,31.0,2.0,107.0,26.75,https://www.ijq.tv/file/upload/202007/17/17-52-24-50-65.png,17-52-24-50-65.png,US
常仕欣,Female,1994-5-12,26.0,1.72,50.0,16.9,https://image.ijq.tv/201708/08/11-27-00-80-26.jpg,11-27-00-80-26.jpg,ChinaMainland
常凯宁,Female,1976-11-23,44.0,1.8,70.0,21.6,https://image.ijq.tv/201908/06/11-58-16-61-47.png,11-58-16-61-47.png,ChinaMainland
常戎,Male,1962-4-17,58.0,1.78,65.0,20.52,https://image.ijq.tv/201606/07/15-22-48-26-25.png,15-22-48-26-25.png,ChinaMainland
常文煊,Male,1998-5-4,22.0,1.75,65.0,21.22,https://image.ijq.tv/201907/09/15-57-21-58-47.png,15-57-21-58-47.png,ChinaMainland
常方源,Female,1987-1-29,33.0,1.65,45.0,16.53,https://image.ijq.tv/201704/14/14-07-47-70-10.jpg,14-07-47-70-10.jpg,ChinaMainland
常曦元,Male,1998-1-7,22.0,1.68,45.0,15.94,https://image.ijq.tv/201710/20/11-10-16-10-19.jpg,11-10-16-10-19.jpg,ChinaMainland
常林,Male,1988-11-28,32.0,2.0,113.0,28.25,https://www.ijq.tv/file/upload/202007/20/15-43-31-74-65.png,15-43-31-74-65.png,ChinaMainland
常芮,Female,1993-11-11,27.0,1.69,46.0,16.11,https://image.ijq.tv/201911/28/12-01-55-67-47.png,12-01-55-67-47.png,ChinaMainland
常远,Male,1981-9-25,39.0,1.82,60.0,18.11,https://image.ijq.tv/201506/15/14-08-15-45-12.jpg,14-08-15-45-12.jpg,ChinaMainland
常铖,Male,1975-8-3,45.0,1.78,75.0,23.67,https://image.ijq.tv/201411/27/10-15-08-37-7.jpg,10-15-08-37-7.jpg,ChinaMainland
幸文亚,Female,1989-11-11,31.0,1.65,50.0,18.37,https://image.ijq.tv/201912/05/16-45-43-36-47.png,16-45-43-36-47.png,ChinaMainland
庄宏宇,Male,1996-3-30,24.0,1.8,63.0,19.44,https://image.ijq.tv/201701/17/15-28-30-53-26.jpg,15-28-30-53-26.jpg,HongKong
庄庆宁,Female,1972-7-8,48.0,1.65,50.0,18.37,https://image.ijq.tv/201504/02/13-53-39-14-13.jpg,13-53-39-14-13.jpg,ChinaMainland
庄森,Male,1997-10-30,23.0,1.83,65.0,19.41,https://image.ijq.tv/201909/26/11-47-27-73-46.jpg,11-47-27-73-46.jpg,ChinaMainland
庄洁梦,Female,1992-2-9,28.0,1.66,50.0,18.14,https://image.ijq.tv/201504/13/14-26-33-41-14.png,14-26-33-41-14.png,ChinaMainland
庄濠全,Male,1982-10-30,38.0,1.78,62.0,19.57,https://image.ijq.tv/201502/28/10-20-41-39-13.jpg,10-20-41-39-13.jpg,ChinaMainland
庄达菲,Female,2001-2-28,19.0,1.61,46.0,17.75,https://www.ijq.tv/file/upload/202011/29/14-32-38-83-1.png,14-32-38-83-1.png,ChinaMainland
库都斯江·艾尼娃尔,Male,1997-9-6,23.0,1.84,70.0,20.68,https://image.ijq.tv/201911/14/16-40-53-54-47.png,16-40-53-54-47.png,ChinaMainland
应亦涵,Female,1995-8-7,25.0,1.68,45.0,15.94,https://image.ijq.tv/201712/07/11-18-04-24-26.jpg,11-18-04-24-26.jpg,ChinaMainland
应岱臻,Male,1989-8-6,31.0,1.78,65.0,20.52,https://image.ijq.tv/201708/15/14-49-18-36-19.jpg,14-49-18-36-19.jpg,ChinaMainland
应昊茗,Male,1986-6-25,34.0,1.82,70.0,21.13,https://image.ijq.tv/201503/09/17-06-31-74-14.jpg,17-06-31-74-14.jpg,ChinaMainland
应采儿,Female,1983-6-20,37.0,1.68,48.0,17.01,https://image.ijq.tv/201408/14/17-02-27-50-13.jpg,17-02-27-50-13.jpg,US
庞瀚辰,Male,1990-10-28,30.0,1.8,60.0,18.52,https://image.ijq.tv/201608/12/15-41-50-84-26.jpg,15-41-50-84-26.jpg,ChinaMainland
康华,Female,1971-12-5,49.0,1.65,46.0,16.9,https://image.ijq.tv/201603/16/16-34-54-80-22.jpg,16-34-54-80-22.jpg,ChinaMainland
康可人,Female,1996-2-9,24.0,1.68,45.0,15.94,https://image.ijq.tv/201812/01/11-10-05-66-26.jpg,11-10-05-66-26.jpg,ChinaMainland
康宁,Female,1995-8-10,25.0,1.65,41.0,15.06,https://image.ijq.tv/201504/15/16-17-53-55-14.png,16-17-53-55-14.png,ChinaMainland
